Projectnummer;Opdrachtnummer;Straat;Huisnummer;Huisnummer Toevoeging;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;BG Name;xPos;yPos
EVERE - FH04;1621399;Lindestraat - Rue du Tilleul;25;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151637,183;174074,259
EVERE - FH04;1622379;P. Van Obberghenstraat - Rue P. Van Obberghen;99;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152088,31;173626,01
EVERE - FH04;1622886;W. Van Perckstraat - Rue Willebrord Van Perck;111;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151983,011;173589,335
EVERE - FH04;1623454;F. Van Asschestraat - Rue F. Van Assche;15;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152089,923;174065,697
EVERE - FH04;1624205;Edward Dekosterstraat - Rue Edouard Dekoster;41;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152412,535;174191,134
EVERE - FH04;4962908;F. Van Asschestraat - Rue F. Van Assche;34;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152103,968;174138,004
EVERE - FH04;830281;Sint-Vincentiusstraat - Rue Saint-Vincent;100;;10;0;1;11;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152629,498;174257,469
EVERE - FH04;831987;J. F. De Craenstraat - Rue J. F. De Craen;28;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151660;174163
EVERE - FH04;1620614;Golflaan - Avenue du Golf;6;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152595,479;174189,88
EVERE - FH04;1621400;Lindestraat - Rue du Tilleul;27;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151638,537;174069,275
EVERE - FH04;1622380;P. Van Obberghenstraat - Rue P. Van Obberghen;101;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152090,906;173621,163
EVERE - FH04;1622887;W. Van Perckstraat - Rue Willebrord Van Perck;112;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151953,87;173579,56
EVERE - FH04;1623455;F. Van Asschestraat - Rue F. Van Assche;16;;4;0;0;4;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;152112,64;174078,538
EVERE - FH04;1624206;Edward Dekosterstraat - Rue Edouard Dekoster;43;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152414,198;174196,516
EVERE - FH04;4963878;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;11;;0;1;0;1;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Fr. Van Cutsemstraat 11-13;152613,063;174608,253
EVERE - FH04;830282;Sint-Vincentiusstraat - Rue Saint-Vincent;106;;0;1;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152639,137;174241,913
EVERE - FH04;832071;Frans Pepermansstraat - Rue Frans Pepermans;34;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152170;173887
EVERE - FH04;1620615;Golflaan - Avenue du Golf;7;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152585,515;174157,634
EVERE - FH04;1621401;Lindestraat - Rue du Tilleul;37;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151657,831;174031,862
EVERE - FH04;1622450;Houtweg - Chemin Du Bois;28;;3;0;0;3;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152720,798;174557,71
EVERE - FH04;1622888;W. Van Perckstraat - Rue Willebrord Van Perck;113;;0;1;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151987,172;173582,98
EVERE - FH04;1623456;F. Van Asschestraat - Rue F. Van Assche;17;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152089,489;174070,659
EVERE - FH04;1624208;Edward Dekosterstraat - Rue Edouard Dekoster;49;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152432,01;174235,093
EVERE - FH04;4964536;P. Van Obberghenstraat - Rue P. Van Obberghen;30;;0;1;1;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;P. Mattheussenstraat 60_P. Van Obberghenstraat 30;151956,22;173828,756
EVERE - FH04;830283;Sint-Vincentiusstraat - Rue Saint-Vincent;47;;5;1;0;6;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152583,935;174357,541
EVERE - FH04;832172;Frans Pepermansstraat - Rue Frans Pepermans;77;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152245,282;173790,878
EVERE - FH04;1620616;Golflaan - Avenue du Golf;8;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152588,749;174191,206
EVERE - FH04;1621402;Lindestraat - Rue du Tilleul;39;;1;0;0;1;SDU;;Y;NA;6;6;;;Y;_;BUILDING template;;151661,909;174020,583
EVERE - FH04;1622451;Houtweg - Chemin Du Bois;30;;1;0;0;1;SDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152727,662;174568,22
EVERE - FH04;1622889;W. Van Perckstraat - Rue Willebrord Van Perck;114;;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151956,641;173574,295
EVERE - FH04;1623457;F. Van Asschestraat - Rue F. Van Assche;18;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152110,504;174084,278
EVERE - FH04;1624209;Edward Dekosterstraat - Rue Edouard Dekoster;51;;1;0;0;1;SDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152432,754;174240,967
EVERE - FH04;4964545;W. Van Perckstraat - Rue Willebrord Van Perck;59;;6;0;0;6;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151895,993;173740,424
EVERE - FH04;830284;Sint-Vincentiusstraat - Rue Saint-Vincent;30;;0;1;0;1;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Edward Dekosterstraat 134-136_Sint-Vincentiusstraat 28-30;152520,153;174410,453
EVERE - FH04;832173;Frans Pepermansstraat - Rue Frans Pepermans;37;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152192;173893
EVERE - FH04;1620617;Golflaan - Avenue du Golf;9;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152578,587;174159,914
EVERE - FH04;1621403;Lindestraat - Rue du Tilleul;45;;4;0;0;4;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151667,015;174005,519
EVERE - FH04;1622452;Houtweg - Chemin Du Bois;32;;1;0;1;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152723,615;174573,342
EVERE - FH04;1622890;W. Van Perckstraat - Rue Willebrord Van Perck;115;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151997,247;173579,683
EVERE - FH04;1623458;F. Van Asschestraat - Rue F. Van Assche;19;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152088,659;174077,138
EVERE - FH04;1624210;Edward Dekosterstraat - Rue Edouard Dekoster;53;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152433,026;174246,902
EVERE - FH04;4967523;H. Van Neromstraat - Rue H. Van Nerom;8;;1;0;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152146,895;173904,634
EVERE - FH04;830285;Sint-Vincentiusstraat - Rue Saint-Vincent;50;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152547,762;174368,087
EVERE - FH04;832182;Parijsstraat - Rue de Paris;40;;3;0;0;3;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152313,637;174043,422
EVERE - FH04;1620618;Golflaan - Avenue du Golf;10;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152582,043;174192,773
EVERE - FH04;1621405;Lindestraat - Rue du Tilleul;47;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151669,327;173998,762
EVERE - FH04;1622453;Houtweg - Chemin Du Bois;34;;1;0;1;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152721,421;174579,294
EVERE - FH04;1622891;W. Van Perckstraat - Rue Willebrord Van Perck;116;;3;0;0;3;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;;151960,112;173568,173
EVERE - FH04;1623459;F. Van Asschestraat - Rue F. Van Assche;22;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152110,794;174094,738
EVERE - FH04;1624211;Edward Dekosterstraat - Rue Edouard Dekoster;55;;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152436,493;174252,634
EVERE - FH04;5471818;Carlistraat - Rue Carli;8;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;151686;174437
EVERE - FH04;830286;Sint-Vincentiusstraat - Rue Saint-Vincent;52;;2;0;0;2;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152550,44;174363,472
EVERE - FH04;832183;L. Van Boeckelstraat - Rue L. Van Boeckel;57;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152317;174026
EVERE - FH04;1620619;Golflaan - Avenue du Golf;11;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152571,948;174162,115
EVERE - FH04;1621406;Lindestraat - Rue du Tilleul;51;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151673,576;173988,888
EVERE - FH04;1622454;Houtweg - Chemin Du Bois;36;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152690,123;174575,976
EVERE - FH04;1622892;W. Van Perckstraat - Rue Willebrord Van Perck;118;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151964,168;173562,235
EVERE - FH04;1623460;F. Van Asschestraat - Rue F. Van Assche;25;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152092,171;174094,972
EVERE - FH04;1624215;Edward Dekosterstraat - Rue Edouard Dekoster;93;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152481,4;174362,159
EVERE - FH04;5569165;Frans Pepermansstraat - Rue Frans Pepermans;31;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152177,399;173918,825
EVERE - FH04;830287;Herlevingslaan - Avenue du Renouveau;31;;45;0;2;47;MDU;;N;IRREG;9;4;;;Y;_;BUILDING template;Herlevingslaan 29-31;152548,432;174239,177
EVERE - FH04;1620620;Golflaan - Avenue du Golf;13;;2;0;0;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152565,214;174164,356
EVERE - FH04;1621410;Lindestraat - Rue du Tilleul;71;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151702,122;173911,582
EVERE - FH04;1622455;Houtweg - Chemin Du Bois;46;;0;1;1;2;MDU;;N;GLASS;2;4;;;Y;_;BUILDING template;;152699,462;174618,072
EVERE - FH04;1623090;Herlevingslaan - Avenue du Renouveau;4;;7;0;0;7;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152505,238;174033,863
EVERE - FH04;1623461;F. Van Asschestraat - Rue F. Van Assche;26;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152109,155;174103,903
EVERE - FH04;1624216;Edward Dekosterstraat - Rue Edouard Dekoster;95;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152481,129;174368,32
EVERE - FH04;5571856;Goede Herderstraat - Rue du Bon Pasteur;27;;16;0;2;18;MDU;;N;IRREG;8;4;;;Y;_;BUILDING template;Goede Herderstraat 21-23-25-27;152235,666;174294,15
EVERE - FH04;830288;Herlevingslaan - Avenue du Renouveau;40;;28;0;3;31;MDU;;N;IRREG;7;4;;;Y;_;BUILDING template;Heverlingslaan 40-42;152594,479;174240,739
EVERE - FH04;1620622;Haachtsesteenweg - Chaussee de Haecht;821;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151863,321;173495,109
EVERE - FH04;1621415;Lindestraat - Rue du Tilleul;87;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151713,936;173880,529
EVERE - FH04;1622456;Houtweg - Chemin Du Bois;48;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152695,377;174629,5
EVERE - FH04;1623091;Herlevingslaan - Avenue du Renouveau;12;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152519,836;174069,386
EVERE - FH04;1623462;F. Van Asschestraat - Rue F. Van Assche;28;;1;0;0;1;SDU;;Y;NA;6;6;;;Y;_;BUILDING template;;152108,34;174109,294
EVERE - FH04;1624217;Edward Dekosterstraat - Rue Edouard Dekoster;108;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152504,398;174345,645
EVERE - FH04;5583145;Haachtsesteenweg - Chaussee de Haecht;1103;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152701,899;174074,298
EVERE - FH04;830289;Edward Dekosterstraat - Rue Edouard Dekoster;106;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152503,418;174339,732
EVERE - FH04;1620624;Haachtsesteenweg - Chaussee de Haecht;831;;9;1;1;11;MDU;;N;IRREG;5;4;;;Y;_;BUILDING template;Haachtsesteenweg 829-831;151900,825;173510,621
EVERE - FH04;1621416;Lindestraat - Rue du Tilleul;91;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151715,707;173871,607
EVERE - FH04;1622497;H. Van Hammestraat - Rue H. Van Hamme;86;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152003,62;173998,335
EVERE - FH04;1623092;Herlevingslaan - Avenue du Renouveau;14;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152522,241;174076,107
EVERE - FH04;1623463;F. Van Asschestraat - Rue F. Van Assche;29;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152089,831;174106,619
EVERE - FH04;1624218;Edward Dekosterstraat - Rue Edouard Dekoster;109;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152487,537;174431,391
EVERE - FH04;5583153;Marnestraat - Rue de la Marne;24;;8;0;0;8;MDU;;N;ORN;5;4;;;Y;_;BUILDING template;;152151,701;174179,466
EVERE - FH04;830291;Edward Dekosterstraat - Rue Edouard Dekoster;120;;2;0;1;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152506,811;174375,969
EVERE - FH04;1620625;Haachtsesteenweg - Chaussee de Haecht;837;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151910,294;173513,75
EVERE - FH04;1621417;Lindestraat - Rue du Tilleul;93;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151716,277;173867,156
EVERE - FH04;1622498;H. Van Hammestraat - Rue H. Van Hamme;87;;3;0;0;3;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151915,602;174007,916
EVERE - FH04;1623093;Herlevingslaan - Avenue du Renouveau;16;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152541,313;174081,877
EVERE - FH04;1623464;F. Van Asschestraat - Rue F. Van Assche;30;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152108,055;174114,798
EVERE - FH04;1624219;Edward Dekosterstraat - Rue Edouard Dekoster;110;;1;0;0;1;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152503,959;174351,201
EVERE - FH04;5583160;Lindestraat - Rue du Tilleul;67;;2;0;0;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;151698,656;173922,356
EVERE - FH04;830292;Edward Dekosterstraat - Rue Edouard Dekoster;118;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152506,971;174371,478
EVERE - FH04;1620626;Haachtsesteenweg - Chaussee de Haecht;839;;1;0;0;1;SDU;;Y;NA;2;7;;;Y;_;BUILDING template;;151917,277;173515,988
EVERE - FH04;1621418;Lindestraat - Rue du Tilleul;95;;1;0;0;1;SDU;;Y;NA;2;6;;;Y;_;BUILDING template;;151716,964;173863,095
EVERE - FH04;4108387;H. Van Hammestraat - Rue H. Van Hamme;87;A;0;1;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151910,578;174006,308
EVERE - FH04;1623094;Herlevingslaan - Avenue du Renouveau;18;;1;0;0;1;SDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152543,192;174088,916
EVERE - FH04;1623465;Vliegpleinstraat -Rue Plaine d Aviation;1;;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152358,769;174049,368
EVERE - FH04;1624220;Edward Dekosterstraat - Rue Edouard Dekoster;111;;4;0;0;4;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152491,416;174439,084
EVERE - FH04;5583161;Lindestraat - Rue du Tilleul;75;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;151706,221;173902,229
EVERE - FH04;830293;Fonsonstraat - Rue Fonson;2;;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152504,145;174334,018
EVERE - FH04;1620627;Haachtsesteenweg - Chaussee de Haecht;841;;1;1;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151931,804;173521,663
EVERE - FH04;1621419;Lindestraat - Rue du Tilleul;97;;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;;151718,144;173858,433
EVERE - FH04;1622499;H. Van Hammestraat - Rue H. Van Hamme;88;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;Balkon hier is er twijfel kan onder dakgoot 10m.;BUILDING template;;152009,128;173999,749
EVERE - FH04;1623095;Herlevingslaan - Avenue du Renouveau;22;;1;0;0;1;SDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152547,356;174102,268
EVERE - FH04;1623467;Vliegpleinstraat -Rue Plaine d Aviation;6;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152383,282;174015,923
EVERE - FH04;1624221;Edward Dekosterstraat - Rue Edouard Dekoster;112;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152504,241;174356,155
EVERE - FH04;5583163;Lindestraat - Rue du Tilleul;105;;2;1;0;3;MDU;;Y;NA;2;6;;;Y;_;BUILDING template;;151723,457;173837,75
EVERE - FH04;830296;Fonsonstraat - Rue Fonson;16;;1;0;0;1;SDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152541,67;174333,866
EVERE - FH04;1620628;Haachtsesteenweg - Chaussee de Haecht;845;;3;1;0;4;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151941,673;173529,527
EVERE - FH04;1621420;Lindestraat - Rue du Tilleul;99;;3;1;1;5;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151720,187;173852,183
EVERE - FH04;1622500;H. Van Hammestraat - Rue H. Van Hamme;89;;4;0;0;4;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;151921,185;174011,908
EVERE - FH04;1623097;Herlevingslaan - Avenue du Renouveau;24;;1;0;0;1;SDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152549,563;174108,887
EVERE - FH04;1623469;Vliegpleinstraat -Rue Plaine d Aviation;8;;4;0;0;4;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152389,207;174015,033
EVERE - FH04;1624222;Edward Dekosterstraat - Rue Edouard Dekoster;114;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152504,686;174361,1
EVERE - FH04;5583164;Lindestraat - Rue du Tilleul;111;;7;0;0;7;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;151729,758;173809,241
EVERE - FH04;830298;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;82;;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152807,944;174312,263
EVERE - FH04;1620629;Haachtsesteenweg - Chaussee de Haecht;847;;0;0;1;1;MDU;;Y;NA;1;8;;;Y;_;BUILDING template;Haachtsesteenweg 847-849;151948,28;173532,052
EVERE - FH04;1621421;Lindestraat - Rue du Tilleul;103;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151721,942;173845,872
EVERE - FH04;1622501;H. Van Hammestraat - Rue H. Van Hamme;90;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;Balkon hier is er twijfel. Kan onder dakgoot 10m;BUILDING template;;152014,091;173999,364
EVERE - FH04;1623098;Herlevingslaan - Avenue du Renouveau;26;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152550,917;174115,915
EVERE - FH04;1623470;Vliegpleinstraat -Rue Plaine d Aviation;10;;4;0;0;4;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152394,874;174014,125
EVERE - FH04;1624223;Edward Dekosterstraat - Rue Edouard Dekoster;116;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152506,076;174366,085
EVERE - FH04;5583186;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;35;;2;0;0;2;MDU;;Y;NA;2;4;;;Y;_;BUILDING template;;152586,089;174043,193
EVERE - FH04;830299;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;90;;3;0;0;3;MDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152832,65;174284,016
EVERE - FH04;1620630;Haachtsesteenweg - Chaussee de Haecht;851;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151959,399;173536,268
EVERE - FH04;1621423;Lindestraat - Rue du Tilleul;107;;0;0;1;1;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Lindestraat 107-113;151724,659;173828,364
EVERE - FH04;1622502;H. Van Hammestraat - Rue H. Van Hamme;91;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151928,281;174013,27
EVERE - FH04;1623101;Herlevingslaan - Avenue du Renouveau;30;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152555,329;174129,128
EVERE - FH04;1623471;Vliegpleinstraat -Rue Plaine d Aviation;12;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152400,018;174013,561
EVERE - FH04;1624224;Edward Dekosterstraat - Rue Edouard Dekoster;123;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152508,556;174488,48
EVERE - FH04;5583206;W. Van Perckstraat - Rue Willebrord Van Perck;30;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151824,332;173824,031
EVERE - FH04;830300;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;106;;6;0;0;6;MDU;;Y;NA;4;2;;;Y;_;BUILDING template;;152845,664;174255,852
EVERE - FH04;1620631;Haachtsesteenweg - Chaussee de Haecht;853;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151964,585;173537,421
EVERE - FH04;1621427;Lindestraat - Rue du Tilleul;115;;4;0;0;4;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151731,643;173797,175
EVERE - FH04;1622503;H. Van Hammestraat - Rue H. Van Hamme;92;;1;0;0;1;SDU;;Y;NA;4;7;;;Y;Balkon hier is er twijfel. Kan onder dakgoot op 10m;BUILDING template;;152019,151;173999,655
EVERE - FH04;1623103;Herlevingslaan - Avenue du Renouveau;32;;1;0;0;1;SDU;;Y;NA;3;2;;;Y;_;BUILDING template;;152558,206;174135,659
EVERE - FH04;1623472;Vliegpleinstraat -Rue Plaine d Aviation;14;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152405,4;174014,601
EVERE - FH04;1624225;Edward Dekosterstraat - Rue Edouard Dekoster;125;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152511,202;174492,975
EVERE - FH04;5583229;Herlevingslaan - Avenue du Renouveau;29;;30;0;2;32;MDU;;N;IRREG;9;4;;;Y;_;BUILDING template;Herlevingslaan 29-31;152539,398;174215,054
EVERE - FH04;830302;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;122;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152866,487;174216,105
EVERE - FH04;1620632;Haachtsesteenweg - Chaussee de Haecht;857;;0;1;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151969,572;173541,704
EVERE - FH04;1621429;Lindestraat - Rue du Tilleul;121;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151737,271;173784,797
EVERE - FH04;4968560;H. Van Hammestraat - Rue H. Van Hamme;93;;1;0;0;1;SDU;;Y;NA;1;4;;;Y;_;BUILDING template;;151932,471;174014,338
EVERE - FH04;1623104;Herlevingslaan - Avenue du Renouveau;38;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152575,445;174195,961
EVERE - FH04;1623473;Vliegpleinstraat -Rue Plaine d Aviation;16;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152412,322;174015,312
EVERE - FH04;1624226;Edward Dekosterstraat - Rue Edouard Dekoster;126;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152508,257;174386,514
EVERE - FH04;5583230;Herlevingslaan - Avenue du Renouveau;42;;36;0;3;39;MDU;;N;IRREG;7;4;;;Y;_;BUILDING template;Heverlingslaan 40-42;152611,639;174260,15
EVERE - FH04;830303;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;120;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152863,624;174220,9
EVERE - FH04;1620633;Haachtsesteenweg - Chaussee de Haecht;865;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152007,85;173558,116
EVERE - FH04;1621430;Lindestraat - Rue du Tilleul;123;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151739,692;173780,778
EVERE - FH04;NB-11409479148;H. Van Hammestraat - Rue H. Van Hamme;94;;3;0;0;3;MDU;;N;IRREG;4;0;;;Y;_;BUILDING template;;152024;173999
EVERE - FH04;1623107;Arnold Sohiestraat - Rue Arnold Sohie;5;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152341,265;174127,341
EVERE - FH04;1623474;Vliegpleinstraat -Rue Plaine d Aviation;18;;0;1;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152417,807;174012,91
EVERE - FH04;1624227;Edward Dekosterstraat - Rue Edouard Dekoster;127;;1;0;1;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152513,09;174497,276
EVERE - FH04;5583237;Sint-Vincentiusstraat - Rue Saint-Vincent;33;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152552,87;174405,919
EVERE - FH04;830304;Haachtsesteenweg - Chaussee de Haecht;1169;;0;1;1;2;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152884,02;174183,689
EVERE - FH04;1620634;Haachtsesteenweg - Chaussee de Haecht;867;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152014,332;173562,278
