Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH05;1905999;BL0562;;644835;1905999;;;Goedehoopstraat;4;;;;Marouane Zoubir;MDU;0;11;1;12;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013445;BL0513;;662590;2013445;;;Minderbroedersrui;50;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064567;BL0531;;685999;2064567;;;Wijngaardstraat;19;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511341;BL0513;;707184;4511341;;;Minderbroedersrui;56;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59124;BL0510;;714064;59124;;;Zirkstraat;39;;;;;MDU;6;0;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4019818;BL0517;;35729872;4019818;;;Lange Koepoortstraat;66;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906011;BL0561;;644836;1906011;;;Goedehoopstraat;5;;;;Marouane Zoubir;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013472;BL0513;;662592;2013472;;;Minderbroedersrui;52;;;;;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065320;BL0526;;686681;2065320;;;Wisselstraat;3;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511382;BL0512;;707185;4511382;;;Minderbroedersrui;16;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;59125;BL0510;;714065;59125;;;Zirkstraat;47;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4085538;BL0513;;35729760;4085538;;;Grote Goddaard;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906022;BL0562;;11525571;1906022;;;Goedehoopstraat;6;;;;Marouane Zoubir;MDU;0;11;1;12;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013507;BL0513;;662596;2013507;;;Minderbroedersrui;58;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065321;BL0525;;686682;2065321;;;Wisselstraat;4;;;;;MDU;1;22;0;23;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511384;BL0512;;707186;4511384;;;Minderbroedersrui;20;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59128;BL0509;;714066;59128;;;Stoelstraat;2;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4092166;BL0542;;35729820;4092166;;;Hoogstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906034;BL0562;;644838;1906034;;Goedehoopstraat 8-10;Goedehoopstraat;8;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013544;BL0513;;662598;2013544;;;Minderbroedersrui;60;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065322;BL0526;;686683;2065322;;;Wisselstraat;5;;;;;MDU;3;0;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511392;BL0511;;25412390;4511392;;;Lange Koepoortstraat;21;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59129;BL0510;;714067;59129;;;Stoelstraat;1;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4186109;BL0560;;35729786;4186109;;;Fortuinstraat;23;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906039;BL0561;;644839;1906039;;;Goedehoopstraat;9;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013569;BL0513;;662599;2013569;;;Minderbroedersrui;62;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065323;BL0525;;686684;2065323;;;Wisselstraat;6;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511397;BL0511;;11525640;4511397;;;Lange Koepoortstraat;45;;;;;MDU;0;11;0;11;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59130;BL0504;;714068;59130;;;Veemarkt;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4240045;BL0517;;35729803;4240045;;;Hofstraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906060;BL0562;;644840;1906060;;Goedehoopstraat 8-10;Goedehoopstraat;10;;;;Marouane Zoubir;MDU;0;8;1;9;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013570;BL0513;;662600;2013570;;;Minderbroedersrui;64;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065325;BL0525;;686685;2065325;;;Wisselstraat;8;;;;;MDU;0;10;0;10;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512181;BL0544;;707266;4512181;;;Pelgrimstraat;3;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59131;BL0504;;714069;59131;;;Veemarkt;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4257200;BL0502;;35729940;4257200;;;Sint-Paulusplaats;28;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906070;BL0561;;644841;1906070;;;Goedehoopstraat;11;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013576;BL0513;;662601;2013576;;;Minderbroedersrui;66;;;;;MDU;4;0;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065572;BL0528;;686921;2065572;;;Wolstraat;4;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512186;BL0544;;707267;4512186;;;Pelgrimstraat;23;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59134;BL0504;;11525682;59134;;;Nosestraat;1;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;43983;BL0522;;35729937;43983;;;Palingbrug;10;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906091;BL0562;;644842;1906091;;;Goedehoopstraat;14;;;;Marouane Zoubir;MDU;0;5;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013581;BL0513;;662602;2013581;;;Minderbroedersrui;68;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065573;BL0516;;686922;2065573;;;Wolstraat;5;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512188;BL0543;;707268;4512188;;;Oude Koornmarkt;10;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59136;BL0510;;714071;59136;;;Lange Koepoortstraat;36;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;43988;BL0522;;35730135;43988;;;Ernest Van Dijckkaai;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1906092;BL0561;;11525572;1906092;;;Goedehoopstraat;15;;;;Marouane Zoubir;MDU;0;11;0;11;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013587;BL0513;;662603;2013587;;;Minderbroedersrui;70;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065574;BL0528;;686923;2065574;;;Wolstraat;6;;;;;MDU;2;2;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512190;BL0543;;707269;4512190;;;Pelgrimstraat;10;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59137;BL0510;;714072;59137;;;Lange Koepoortstraat;16;;;;;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;44485;BL0557;;35729908;44485;;Kloosterstraat 44_Sint Michielstraat 21-23;Sint-Michielsstraat;23;;;;Marouane Zoubir;MDU;0;15;1;16;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1909848;BL0506;;645093;1909848;;;Gorterstraat;12;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013594;BL0513;;662604;2013594;;;Minderbroedersrui;72;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065575;BL0516;;686924;2065575;;;Wolstraat;7;;;;;MDU;5;0;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512196;BL0544;;11525641;4512196;;;Oude Koornmarkt;40;;;;;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59138;BL0504;;714073;59138;;;Lange Koepoortstraat;14;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504819;BL0553;;35730006;4504819;;;Steegsken;3;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1909897;BL0505;;645094;1909897;;;Gorterstraat;17;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2021356;BL0531;;663697;2021356;;;Moriaanstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065576;BL0516;;686925;2065576;;;Wolstraat;11;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512808;BL0545;;707345;4512808;;;Haarstraat;6;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60038;BL0530;;11525683;60038;;;Hoofdkerkstraat;1;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504825;BL0548;;35730063;4504825;;Zand 15-17-19;Zand;15;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1909903;BL0506;;645095;1909903;;;Gorterstraat;18;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2021358;BL0529;;663698;2021358;;;Moriaanstraat;9;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065577;BL0529;;686926;2065577;;;Wolstraat;14;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512813;BL0546;;707346;4512813;;;Kleine Pieter Potstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60039;BL0530;;714175;60039;;;Hoofdkerkstraat;7;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504844;BL0551;;35729812;4504844;;;Hoogstraat;72;;;;Marouane Zoubir;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1909924;BL0505;;645096;1909924;;;Gorterstraat;21;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2021360;BL0529;;663699;2021360;;;Moriaanstraat;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065578;BL0515;;11525597;2065578;;;Wolstraat;17;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512818;BL0546;;707347;4512818;;;Vlasmarkt;31;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60048;BL0533;;11525684;60048;;;Sint-Katelijnevest;2;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504850;BL0551;;35730014;4504850;;Stoofstraat 18-20;Stoofstraat;20;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1925045;BL0506;;646410;1925045;;;Guldenberg;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2021365;BL0531;;663700;2021365;;;Moriaanstraat;16;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065579;BL0529;;686928;2065579;;;Wolstraat;18;;;;;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512827;BL0548;;707348;4512827;;;Stoofstraat;11;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60058;BL0533;;714182;60058;;;Wijngaardbrug;8;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504855;BL0549;;35730125;4504855;;Ernest Van Dijckkaai 28-29-30-31-32;Ernest Van Dijckkaai;29;;;;Marouane Zoubir;MDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1925046;BL0506;;646411;1925046;;;Guldenberg;3;;;;;MDU;1;8;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2027586;BL0534;;664737;2027586;;;Korte Nieuwstraat;7;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065580;BL0529;;686929;2065580;;;Wolstraat;20;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512870;BL0556;;707350;4512870;;;Kromme-Elleboogstraat;14;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60059;BL0533;;714183;60059;;;Wijngaardbrug;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504858;BL0549;;35730124;4504858;;Ernest Van Dijckkaai 28-29-30-31-32;Ernest Van Dijckkaai;30;;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1925051;BL0506;;646412;1925051;;;Guldenberg;4;;;;;MDU;3;15;0;18;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2027599;BL0534;;664740;2027599;;;Korte Nieuwstraat;11;A;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065581;BL0514;;686930;2065581;;;Wolstraat;23;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512877;BL0556;;707351;4512877;;;Vlaanderenstraat;5;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60060;BL0530;;714184;60060;;;Hendrik Conscienceplein;15;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504859;BL0549;;35730123;4504859;;Ernest Van Dijckkaai 28-29-30-31-32;Ernest Van Dijckkaai;31;;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1925052;BL0506;;646413;1925052;;;Guldenberg;6;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2027605;BL0534;;664742;2027605;;;Korte Nieuwstraat;13;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065582;BL0530;;686931;2065582;;;Wolstraat;24;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512889;BL0554;;11525642;4512889;;;Scheldeken;11;;;;Marouane Zoubir;MDU;8;3;0;11;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60061;BL0530;;714185;60061;;;Hendrik Conscienceplein;5;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4504860;BL0549;;35730122;4504860;;Ernest Van Dijckkaai 28-29-30-31-32;Ernest Van Dijckkaai;32;;;;Marouane Zoubir;MDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1925053;BL0506;;646414;1925053;;;Guldenberg;8;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2029209;BL0504;;664988;2029209;;;Nosestraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065583;BL0514;;686932;2065583;;;Wolstraat;25;;;;;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512891;BL0554;;707352;4512891;;;Scheldeken;13;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60062;BL0530;;714186;60062;;;Hendrik Conscienceplein;1;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4505412;BL0526;;35729893;4505412;;;Grote Markt;37;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928246;BL0542;;646804;1928246;;;Haarstraat;3;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2029210;BL0505;;664989;2029210;;;Nosestraat;4;;;;;MDU;0;16;0;16;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065585;BL0530;;686933;2065585;;;Wolstraat;28;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512896;BL0554;;707353;4512896;;;Steegsken;10;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60063;BL0533;;714187;60063;;;Hendrik Conscienceplein;14;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-200012A58602;;;;NB-200012A58602;;;Steegsken;12;A;;;Marouane Zoubir;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4505418;BL0536;;35730020;4505418;;;Torfbrug;4;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928261;BL0542;;646805;1928261;;;Haarstraat;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2029211;BL0505;;664990;2029211;;;Nosestraat;6;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065587;BL0530;;686934;2065587;;;Wolstraat;30;;;;;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512898;BL0554;;707354;4512898;;;Steegsken;12;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60064;BL0533;;714188;60064;;;Hendrik Conscienceplein;20;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507859;BL0544;;35729965;4507859;;;Reyndersstraat;31;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928268;BL0542;;646806;1928268;;;Haarstraat;7;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2029212;BL0504;;664991;2029212;;;Nosestraat;7;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065588;BL0530;;686935;2065588;;;Wolstraat;32;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512903;BL0554;;707355;4512903;;;Kromme-Elleboogstraat;15;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60065;BL0533;;714189;60065;;;Hendrik Conscienceplein;6;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4507864;BL0543;;35729967;4507864;;;Reyndersstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928273;BL0545;;646807;1928273;;;Haarstraat;8;;;;;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2029213;BL0505;;664992;2029213;;;Nosestraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065589;BL0514;;686936;2065589;;;Wolstraat;33;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512909;BL0555;;707356;4512909;;;Scheldeken;30;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60067;BL0530;;714190;60067;;;Wijngaardstraat;23;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4508269;BL0534;;35729919;4508269;;;Korte Nieuwstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928282;BL0542;;646808;1928282;;;Haarstraat;9;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2030148;BL0553;;665214;2030148;;;Oever;4;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065591;BL0514;;686937;2065591;;;Wolstraat;35;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512910;BL0555;;707357;4512910;;;Scheldeken;32;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60068;BL0530;;714191;60068;;;Wijngaardstraat;25;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4508285;BL0531;;35730039;4508285;;;Wijngaardstraat;7;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928286;BL0545;;646809;1928286;;;Haarstraat;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2030152;BL0553;;665216;2030152;;;Oever;6;;;;Marouane Zoubir;MDU;1;5;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065594;BL0514;;686938;2065594;;;Wolstraat;39;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512915;BL0555;;707358;4512915;;;Scheldeken;36;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60541;BL0553;;714379;60541;;;Steegsken;1;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4508296;BL0529;;35729914;4508296;;;Moriaanstraat;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928289;BL0545;;646810;1928289;;;Haarstraat;12;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2030165;BL0553;;665219;2030165;;;Oever;10;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065595;BL0530;;686939;2065595;;;Wolstraat;40;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512940;BL0552;;707359;4512940;;;Scheldeken;4;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60542;BL0553;;714380;60542;;;Steegsken;7;;;;Marouane Zoubir;MDU;0;9;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4508677;BL0517;;35729873;4508677;;;Lange Koepoortstraat;62;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928294;BL0545;;646811;1928294;;;Haarstraat;14;;;;;MDU;2;0;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2030232;BL0553;;665220;2030232;;;Oever;16;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065596;BL0514;;686940;2065596;;;Wolstraat;41;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512943;BL0552;;707360;4512943;;;Scheldeken;8;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60545;BL0548;;714381;60545;;;Vlasmarkt;2;;;;Marouane Zoubir;MDU;1;1;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4508694;BL0517;;35729801;4508694;;;Hofstraat;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928305;BL0545;;646812;1928305;;;Haarstraat;16;;;;;MDU;1;2;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2030233;BL0553;;665221;2030233;;;Oever;18;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065597;BL0514;;686941;2065597;;;Wolstraat;43;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512946;BL0552;;11525643;4512946;;;Scheldeken;14;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60547;BL0553;;714382;60547;;;Oever;2;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4508720;BL0540;;35729869;4508720;;;Kaasstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928316;BL0545;;646813;1928316;;;Haarstraat;18;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2030240;BL0553;;665223;2030240;;;Oever;26;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065598;BL0530;;686942;2065598;;;Wolstraat;44;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512949;BL0552;;707361;4512949;;;Scheldeken;18;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60550;BL0553;;714384;60550;;;Sint-Jansvliet;16;;;;Marouane Zoubir;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509387;BL0525;;35730088;4509387;;;Braderijstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1928323;BL0542;;646814;1928323;;;Haarstraat;19;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2034591;BL0502;;666140;2034591;;;Orteliuskaai;4;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2065599;BL0514;;686943;2065599;;;Wolstraat;45;;;;;MDU;1;1;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4516881;BL0561;;11525644;4516881;;;Fortuinstraat;14;;;;Marouane Zoubir;MDU;0;11;1;12;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60551;BL0553;;714385;60551;;Sint-Jansvliet 6-8;Sint-Jansvliet;6;;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509393;BL0525;;35729930;4509393;;;Oude Beurs;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
